"yearID","lgID","salary","POS","GS","PO","A","E","DP","AB","R","H","X2B","X3B","HR","RBI","BB","SO","IBB","HBP","SH","SF","GIDP"
2016,"AL",525501,"P",1,10,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,"NL",329501,"OF",52,104,4,2,1,238,33,68,14,3,10,34,18,59,2,1,1,3,8
2006,"NL",329501,"1B",2,9,1,2,2,238,33,68,14,3,10,34,18,59,2,1,1,3,8
2007,"NL",395001,"OF",123,325,5,4,1,506,87,150,34,10,25,82,37,100,4,14,6,8,7
2008,"NL",444001,"OF",157,303,9,6,3,613,77,165,46,7,21,92,28,110,3,6,5,10,18
2009,"NL",3250001,"OF",106,188,4,6,1,420,65,110,25,4,13,49,44,93,1,7,2,4,10
2010,"NL",4800001,"OF",139,273,8,3,2,559,92,159,35,5,32,103,46,141,3,7,1,6,15
2011,"NL",6833334,"OF",124,252,4,3,2,493,81,141,26,5,27,64,52,115,2,5,4,2,13
2012,"NL",9333334,"OF",50,81,1,3,1,563,92,153,36,5,31,84,45,152,6,12,3,4,14
2012,"NL",9333334,"1B",98,734,65,5,68,563,92,153,36,5,31,84,45,152,6,12,3,4,14
2014,"AL",6000001,"1B",3,16,1,1,2,233,18,48,10,1,7,22,17,60,2,7,1,2,2
2014,"AL",6000001,"OF",8,14,1,2,1,233,18,48,10,1,7,22,17,60,2,7,1,2,2
2015,"NL",2500001,"OF",4,11,1,1,1,55,4,13,2,1,3,10,2,20,2,2,1,2,6
2015,"NL",2500001,"1B",8,40,2,4,3,55,4,13,2,1,3,10,2,20,2,2,1,2,6
1995,"NL",109001,"P",1,4,6,1,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1
1996,"NL",130001,"P",1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2008,"NL",392501,"P",1,7,5,1,2,6,2,1,1,1,1,1,1,3,1,1,1,1,1
1990,"NL",100001,"P",7,4,9,2,2,14,2,2,1,1,1,1,1,9,1,1,4,1,1
1991,"NL",165001,"P",1,11,5,2,3,5,1,1,1,1,1,1,1,2,1,1,1,1,2
1992,"NL",225001,"P",1,3,7,2,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1
1993,"AL",625001,"P",1,8,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1987,"AL",62501,"OF",25,75,1,1,1,77,8,13,3,1,5,13,7,20,1,1,3,2,2
1988,"AL",62501,"P",1,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1989,"AL",170001,"P",1,2,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1990,"AL",332501,"P",1,4,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1991,"AL",1040001,"P",1,3,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1992,"AL",3125001,"P",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1993,"NL",4225001,"P",1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1994,"NL",3375001,"P",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1995,"NL",4875001,"P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2003,"AL",300001,"1B",95,806,81,12,79,486,51,130,31,1,14,65,30,95,5,6,4,3,16
2004,"AL",317501,"OF",5,5,1,1,1,457,48,132,21,2,14,56,29,90,3,9,1,3,15
2004,"AL",317501,"1B",74,611,53,5,74,457,48,132,21,2,14,56,29,90,3,9,1,3,15
2013,"NL",498751,"P",27,10,20,1,2,59,3,6,3,1,1,3,2,28,1,1,6,1,3
2015,"NL",614126,"P",30,7,20,3,2,66,2,8,3,1,2,8,1,32,1,1,2,1,3
2016,"NL",4325001,"P",18,6,18,2,3,23,3,4,2,1,1,1,1,9,1,1,4,1,2
2001,"AL",204001,"P",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,"AL",307001,"P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,"NL",365001,"P",1,1,5,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1
1997,"AL",575001,"P",8,9,22,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"AL",790001,"P",1,4,17,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1999,"AL",900001,"P",2,6,15,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,"AL",900001,"P",1,7,11,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2001,"AL",1500001,"P",1,4,7,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2002,"AL",1500001,"P",1,6,11,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2003,"AL",1800001,"P",1,11,13,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,"AL",2750001,"P",1,7,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,"AL",3225001,"P",1,8,13,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1990,"AL",100001,"C",1,9,1,1,1,14,1,3,1,1,1,4,2,6,1,1,1,1,1
1993,"AL",122501,"OF",1,1,1,1,1,138,22,36,9,1,6,17,13,20,1,2,3,3,6
1993,"AL",122501,"C",30,237,18,3,3,138,22,36,9,1,6,17,13,20,1,2,3,3,6
1994,"AL",175001,"OF",1,3,1,1,1,84,12,17,8,2,2,9,4,12,1,2,2,1,3
1994,"AL",175001,"C",22,156,7,4,1,84,12,17,8,2,2,9,4,12,1,2,2,1,3
1995,"AL",200001,"C",37,258,17,4,1,153,23,38,7,2,6,24,18,31,1,3,1,4,5
1995,"AL",200001,"1B",1,3,1,1,1,153,23,38,7,2,6,24,18,31,1,3,1,4,5
1995,"AL",200001,"3B",1,1,1,1,1,153,23,38,7,2,6,24,18,31,1,3,1,4,5
1996,"AL",310001,"C",61,495,34,4,7,238,34,66,14,2,9,35,20,53,4,2,1,1,14
1996,"AL",310001,"1B",2,14,1,1,3,238,34,66,14,2,9,35,20,53,4,2,1,1,14
1997,"AL",650001,"C",61,374,41,8,5,213,23,51,16,1,7,27,16,45,3,3,2,3,9
1998,"AL",625001,"C",26,177,9,2,1,106,12,34,7,1,7,18,4,18,1,1,1,3,3
1999,"AL",650001,"C",38,232,14,2,1,144,14,40,9,1,5,15,11,27,2,1,1,1,5
2000,"AL",1100001,"C",55,337,21,5,5,194,24,54,19,1,7,27,16,37,1,2,1,2,2
2001,"AL",800001,"C",36,235,14,1,3,131,13,38,7,1,4,26,9,28,1,2,2,1,6
2002,"AL",800001,"C",50,311,20,4,1,180,17,45,8,1,4,19,12,26,2,3,2,1,7
1985,"AL",425001,"C",66,403,21,8,3,268,32,80,17,2,14,43,29,22,5,4,1,1,8
1985,"AL",425001,"1B",2,19,1,1,3,268,32,80,17,2,14,43,29,22,5,4,1,1,8
1986,"AL",400874,"C",49,252,10,5,5,192,24,58,15,1,7,30,25,17,2,3,2,2,9
1987,"AL",534344,"C",25,115,13,1,5,146,16,32,10,1,4,13,18,12,3,3,1,2,10
1988,"AL",300001,"C",80,466,32,4,8,324,33,84,16,1,8,46,31,43,2,5,4,6,10
1989,"AL",600001,"1B",1,5,1,1,1,269,30,62,13,1,6,24,25,46,3,2,2,5,10
1989,"AL",600001,"C",71,422,26,5,5,269,30,62,13,1,6,24,25,46,3,2,2,5,10
1990,"AL",700001,"1B",1,6,1,1,2,255,19,55,8,1,6,23,28,30,4,2,2,4,4
1990,"AL",700001,"C",58,308,19,2,3,255,19,55,8,1,6,23,28,30,4,2,2,4,4
1986,"NL",80001,"OF",102,227,8,5,1,420,56,109,16,5,7,37,23,53,2,6,7,2,4
1987,"NL",110001,"OF",140,277,17,5,7,565,97,168,29,4,12,64,43,71,2,10,8,6,12
1988,"NL",240001,"OF",134,281,8,6,3,531,80,143,26,5,8,53,38,57,5,9,9,9,7
1989,"NL",495001,"OF",20,28,1,1,1,87,11,22,5,1,2,8,1,10,1,2,1,1,2
1992,"NL",1600001,"OF",21,30,1,2,1,95,11,28,4,1,3,11,6,12,1,1,1,4,3
1993,"AL",1000001,"2B",1,1,1,1,1,509,72,147,25,4,10,58,29,47,5,12,12,5,15
1993,"AL",1000001,"OF",127,285,7,3,3,509,72,147,25,4,10,58,29,47,5,12,12,5,15
1994,"AL",650001,"OF",42,88,4,4,2,165,25,41,10,2,2,19,12,15,1,2,4,3,4
2015,"NL",522501,"P",1,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,"NL",1065001,"P",1,4,5,2,1,4,1,2,1,1,1,2,1,1,1,1,1,1,1
1985,"AL",293751,"1B",5,32,2,2,3,445,47,126,29,1,4,50,17,24,2,3,4,3,16
1985,"AL",293751,"OF",94,216,7,3,3,445,47,126,29,1,4,50,17,24,2,3,4,3,16
1986,"AL",666668,"OF",30,61,7,3,5,318,41,89,14,4,4,33,20,27,3,1,1,5,9
1986,"AL",666668,"1B",18,160,10,3,13,318,41,89,14,4,4,33,20,27,3,1,1,5,9
1986,"AL",666668,"3B",1,2,2,1,1,318,41,89,14,4,4,33,20,27,3,1,1,5,9
1987,"NL",62501,"3B",43,38,82,10,8,288,28,82,20,2,8,43,21,20,5,2,4,4,7
1987,"NL",62501,"1B",30,235,25,3,30,288,28,82,20,2,8,43,21,20,5,2,4,4,7
1987,"NL",62501,"OF",7,7,1,1,1,288,28,82,20,2,8,43,21,20,5,2,4,4,7
1988,"NL",300001,"1B",19,154,16,4,7,192,23,57,9,1,2,26,8,8,4,3,1,3,8
1988,"NL",300001,"3B",3,2,3,1,1,192,23,57,9,1,2,26,8,8,4,3,1,3,8
1988,"NL",300001,"OF",22,36,3,1,2,192,23,57,9,1,2,26,8,8,4,3,1,3,8
1989,"NL",450001,"3B",13,6,15,2,3,225,19,67,10,3,3,26,14,17,4,2,1,7,8
1989,"NL",450001,"P",1,1,1,1,1,225,19,67,10,3,3,26,14,17,4,2,1,7,8
1989,"NL",450001,"1B",2,17,3,1,4,225,19,67,10,3,3,26,14,17,4,2,1,7,8
1989,"NL",450001,"OF",39,69,6,4,3,225,19,67,10,3,3,26,14,17,4,2,1,7,8
1990,"NL",450001,"3B",7,4,11,4,1,133,13,29,4,2,1,14,7,23,2,2,1,3,2
1990,"NL",450001,"1B",7,74,8,1,10,133,13,29,4,2,1,14,7,23,2,2,1,3,2
1990,"NL",450001,"OF",8,11,1,1,1,133,13,29,4,2,1,14,7,23,2,2,1,3,2
1997,"AL",150001,"C",94,575,47,12,14,351,47,98,24,2,11,45,41,71,3,3,3,2,12
1998,"AL",240001,"C",106,665,62,6,8,360,47,100,24,2,13,44,44,59,4,6,1,4,12
1999,"AL",350001,"C",19,129,15,2,2,81,13,23,6,1,2,12,19,15,1,2,1,2,3
2000,"AL",695001,"C",44,298,17,7,4,231,22,62,16,1,9,37,39,40,4,1,2,3,9
2000,"AL",695001,"3B",1,1,1,1,1,231,22,62,16,1,9,37,39,40,4,1,2,3,9
2001,"AL",1050001,"C",66,492,30,5,4,279,35,69,20,1,4,26,34,27,1,5,1,2,8
2002,"AL",900001,"1B",89,769,75,6,78,493,59,139,23,5,16,62,69,57,2,7,2,2,9
2003,"AL",1750001,"1B",127,1178,82,11,102,542,64,138,35,1,13,62,67,54,1,10,4,4,15
2004,"AL",2300001,"1B",144,1282,87,11,136,551,88,157,31,1,16,83,73,49,6,6,4,9,11
2005,"AL",2450001,"1B",51,424,39,8,48,465,53,120,20,1,8,60,52,55,5,5,3,3,23
2006,"NL",750001,"1B",123,1003,70,5,87,457,63,133,29,1,14,52,75,42,4,4,3,5,14
2007,"NL",1500001,"1B",86,658,51,4,67,362,51,113,28,2,11,48,50,36,7,4,2,4,9
2008,"NL",1850001,"1B",9,70,7,2,4,53,4,10,4,1,1,8,8,8,1,1,1,3,1
1986,"AL",115001,"P",1,5,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1987,"NL",165001,"P",2,2,4,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1
1988,"NL",185001,"P",1,2,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"NL",200001,"P",34,22,31,2,4,78,2,7,1,1,1,4,4,17,1,1,14,1,2
1986,"NL",300001,"P",36,8,29,1,1,68,3,11,2,1,1,3,2,24,1,1,7,1,2
1987,"NL",535001,"P",21,9,19,1,4,33,2,6,1,1,1,1,1,12,1,1,6,1,1
1988,"NL",453001,"P",34,15,24,3,5,63,4,8,1,1,1,4,2,20,1,1,11,2,1
1989,"AL",933334,"P",35,9,21,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1990,"AL",1133334,"P",27,13,10,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1991,"AL",1533335,"P",4,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1996,"AL",117501,"P",7,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997,"AL",150001,"P",21,10,14,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1
1998,"AL",180001,"P",34,18,30,1,6,2,1,1,1,1,1,1,1,2,1,1,1,1,1
1999,"AL",300001,"P",34,8,19,2,4,3,1,1,1,1,1,1,1,2,1,1,1,1,1
2000,"AL",1115001,"P",1,4,17,3,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1
2001,"AL",1450001,"P",1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2002,"AL",2750001,"P",1,5,13,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2003,"AL",3000001,"P",1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2004,"NL",3000001,"P",1,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,"NL",4500001,"P",1,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,"AL",4400001,"P",1,5,8,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,"NL",3250001,"P",1,10,13,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1
2008,"AL",3750001,"P",1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,"NL",3500001,"P",1,9,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,"NL",3250001,"P",1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"NL",4250001,"P",1,2,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"AL",3000001,"P",1,4,6,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"NL",480001,"P",1,4,17,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"NL",2250001,"P",1,6,6,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1
2015,"NL",2250001,"P",1,3,6,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1
2010,"NL",402001,"P",9,9,17,2,2,17,1,1,1,1,1,1,1,10,1,1,3,1,1
2011,"NL",426001,"P",1,2,9,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1
2005,"NL",317001,"OF",80,149,11,4,3,306,39,81,11,4,10,48,44,71,4,1,1,4,6
2007,"NL",403001,"OF",138,247,7,7,2,517,81,151,34,5,30,117,82,138,12,4,2,6,14
2008,"NL",3925001,"OF",133,187,10,10,1,489,70,139,25,4,26,86,77,135,7,4,1,3,8
2009,"NL",5500001,"OF",142,214,6,6,2,502,83,144,43,4,24,87,80,146,8,5,1,5,18
2010,"NL",7500001,"1B",7,43,5,1,7,260,25,67,22,3,8,38,37,69,5,2,1,5,5
2010,"NL",7500001,"OF",64,98,2,2,1,260,25,67,22,3,8,38,37,69,5,2,1,5,5
2011,"NL",2000001,"OF",8,12,1,1,1,196,20,46,11,1,5,20,20,69,3,2,1,2,8
2011,"NL",2000001,"1B",43,369,33,5,47,196,20,46,11,1,5,20,20,69,3,2,1,2,8
2011,"NL",414001,"1B",1,4,1,1,2,131,20,31,10,1,6,17,12,40,3,1,4,1,3
2011,"NL",414001,"C",34,255,21,1,3,131,20,31,10,1,6,17,12,40,3,1,4,1,3
2011,"NL",414001,"OF",1,1,1,1,1,131,20,31,10,1,6,17,12,40,3,1,4,1,3
2012,"NL",480001,"C",32,222,22,6,2,115,8,24,7,1,1,4,5,50,4,1,1,1,2
2013,"AL",600001,"C",5,46,2,1,1,19,3,6,4,1,2,3,1,4,1,1,1,1,1
2014,"AL",630001,"C",15,95,6,1,3,53,4,8,2,1,2,3,2,13,1,1,1,1,2
1989,"NL",68001,"3B",80,50,174,23,16,300,27,78,16,2,9,44,12,50,2,1,3,4,7
1990,"NL",120001,"3B",142,122,325,21,31,562,57,146,21,1,11,58,29,92,4,3,1,7,13
1990,"NL",120001,"2B",2,3,4,1,2,562,57,146,21,1,11,58,29,92,4,3,1,7,13
1990,"NL",120001,"1B",4,29,3,1,1,562,57,146,21,1,11,58,29,92,4,3,1,7,13
1991,"NL",280001,"SS",2,4,4,2,1,461,35,107,24,2,13,54,17,76,4,2,3,2,14
1991,"NL",280001,"3B",110,86,238,15,26,461,35,107,24,2,13,54,17,76,4,2,3,2,14
1992,"AL",280001,"3B",138,95,250,14,30,510,53,132,20,3,19,67,29,101,1,4,4,7,13
1992,"AL",280001,"1B",4,32,1,1,4,510,53,132,20,3,19,67,29,101,1,4,4,7,13
1993,"NL",1325001,"SS",1,1,1,1,1,574,90,176,46,3,26,99,44,83,7,6,2,9,26
1993,"NL",1325001,"3B",152,124,293,21,23,574,90,176,46,3,26,99,44,83,7,6,2,9,26
1994,"NL",3075001,"3B",111,73,217,18,20,424,47,123,24,5,11,51,37,72,5,4,1,2,12
1995,"NL",1500001,"3B",142,105,265,15,28,530,59,147,31,4,12,86,51,89,3,5,1,7,23
1996,"NL",1750001,"3B",121,67,276,19,25,460,52,115,22,3,11,63,37,79,5,1,3,4,17
1997,"AL",1700001,"3B",90,66,169,14,20,354,40,92,17,1,12,54,41,67,3,2,1,5,14
1997,"AL",1700001,"2B",1,3,2,1,2,354,40,92,17,1,12,54,41,67,3,2,1,5,14
1998,"NL",1800001,"1B",40,348,35,3,38,330,40,95,9,1,13,63,35,62,1,1,2,3,5
1998,"NL",1800001,"3B",38,23,68,2,7,330,40,95,9,1,13,63,35,62,1,1,2,3,5
1999,"NL",1900001,"3B",51,28,84,8,4,265,34,55,10,2,7,49,34,42,1,2,1,4,9
1999,"NL",1900001,"1B",12,104,9,1,10,265,34,55,10,2,7,49,34,42,1,2,1,4,9
1999,"NL",1900001,"OF",1,1,1,1,1,265,34,55,10,2,7,49,34,42,1,2,1,4,9
2000,"NL",300001,"3B",49,32,90,4,7,371,47,94,18,1,10,47,58,85,5,2,1,7,12
2000,"NL",300001,"1B",47,408,31,5,58,371,47,94,18,1,10,47,58,85,5,2,1,7,12
2001,"NL",500001,"1B",1,8,1,1,1,51,5,11,3,1,1,5,8,17,2,1,1,2,2
2001,"NL",500001,"3B",10,8,13,1,3,51,5,11,3,1,1,5,8,17,2,1,1,2,2
1985,"NL",500001,"OF",143,369,10,7,2,571,77,151,31,5,14,71,62,100,7,1,3,5,7
1986,"NL",650001,"OF",30,66,5,1,2,611,108,187,47,3,20,99,75,78,10,2,2,5,15
1986,"NL",650001,"1B",128,1183,97,14,106,611,108,187,47,3,20,99,75,78,10,2,2,5,15
1987,"NL",1300001,"1B",131,1165,79,13,101,557,85,155,37,6,22,85,122,78,13,1,1,5,13
1987,"NL",1300001,"OF",25,53,3,2,1,557,85,155,37,6,22,85,122,78,13,1,1,5,13
1988,"NL",1300001,"1B",83,713,56,9,67,368,44,101,29,3,7,46,50,60,6,2,2,6,4
1988,"NL",1300001,"OF",14,43,1,2,1,368,44,101,29,3,7,46,50,60,6,2,2,6,4
1988,"NL",1300001,"3B",3,3,4,1,1,368,44,101,29,3,7,46,50,60,6,2,2,6,4
1989,"NL",1300001,"OF",121,237,10,6,2,541,94,141,28,3,27,79,102,104,15,5,1,8,8
1989,"NL",1300001,"3B",10,9,23,4,4,541,94,141,28,3,27,79,102,104,15,5,1,8,8
1989,"NL",1300001,"1B",22,183,17,2,21,541,94,141,28,3,27,79,102,104,15,5,1,8,8
1990,"NL",2000001,"OF",127,273,9,7,1,468,71,123,15,4,18,74,88,82,17,5,1,11,11
1991,"NL",2200001,"OF",72,203,4,3,3,285,44,65,16,2,1,22,32,43,2,4,1,6,7
1992,"AL",2200001,"1B",4,22,3,1,3,308,36,70,18,2,5,30,38,55,5,1,4,4,10
1992,"AL",2200001,"OF",80,170,2,4,2,308,36,70,18,2,5,30,38,55,5,1,4,4,10
1996,"AL",115001,"P",12,7,13,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997,"AL",165001,"P",14,7,11,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1
1998,"AL",187501,"P",34,12,20,2,2,4,2,1,1,1,1,1,2,4,1,1,1,1,1
1999,"AL",280001,"P",26,2,20,6,2,5,1,1,1,1,1,1,1,2,1,1,2,1,1
2000,"NL",900001,"P",34,17,35,3,6,65,4,9,5,1,1,5,2,31,1,1,6,1,1
2001,"NL",2200001,"P",30,13,25,1,2,53,6,9,3,1,1,1,3,17,1,1,6,1,1
2002,"NL",500001,"P",35,11,29,4,5,62,6,11,3,1,1,7,2,13,1,1,11,1,2
2003,"NL",2500001,"P",19,12,16,2,5,24,3,7,2,1,1,4,1,5,1,1,8,1,1
2004,"NL",2500001,"P",5,3,3,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1
2008,"AL",400001,"OF",11,26,1,2,1,45,4,11,1,1,1,4,4,13,1,1,1,1,2
2016,"NL",507501,"OF",39,80,1,5,1,201,36,48,8,4,13,29,19,65,3,1,5,3,2
2009,"NL",411501,"1B",1,2,1,1,1,544,63,143,32,3,13,65,63,134,4,6,1,3,20
2009,"NL",411501,"3B",26,11,40,6,3,544,63,143,32,3,13,65,63,134,4,6,1,3,20
2009,"NL",411501,"OF",112,216,6,4,3,544,63,143,32,3,13,65,63,134,4,6,1,3,20
2010,"NL",427701,"3B",157,83,294,14,22,611,78,162,30,4,12,59,57,140,4,4,2,5,12
2011,"NL",2325001,"3B",103,96,167,12,17,382,44,111,29,2,5,45,53,93,9,3,2,4,7
2012,"NL",3475001,"3B",160,101,316,11,21,605,96,174,32,3,32,116,87,158,3,5,1,6,8
2012,"NL",3475001,"1B",1,1,1,1,1,605,96,174,32,3,32,116,87,158,3,5,1,6,8
2013,"NL",8575001,"3B",139,84,253,12,19,521,60,131,36,3,14,51,68,143,8,12,1,3,10
2014,"NL",10525001,"3B",76,44,125,7,15,280,28,65,13,2,8,33,23,74,1,6,1,2,13
2015,"AL",13000001,"3B",149,100,303,24,26,581,75,151,30,2,12,63,52,136,1,8,1,5,18
2015,"AL",13000001,"1B",1,1,1,1,1,581,75,151,30,2,12,63,52,136,1,8,1,5,18
2016,"AL",13000001,"3B",135,91,279,11,26,468,59,119,19,2,15,52,52,119,4,7,1,6,8
2016,"AL",515001,"P",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1986,"NL",60001,"C",35,224,12,4,2,137,17,37,6,1,5,11,13,20,1,1,3,2,5
1987,"AL",76001,"C",6,26,1,1,1,18,3,6,3,1,1,4,5,3,1,1,1,1,2
1988,"AL",80001,"C",4,13,2,1,1,19,2,5,3,1,1,2,1,2,1,1,1,1,2
1987,"NL",67501,"P",3,4,8,2,1,11,1,1,1,1,1,1,1,5,1,1,2,1,2
1988,"NL",72001,"P",2,4,8,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1
1985,"AL",425001,"C",95,484,45,11,10,437,72,110,19,7,14,56,42,64,1,2,11,5,14
1985,"AL",425001,"3B",10,8,19,2,2,437,72,110,19,7,14,56,42,64,1,2,11,5,14
1985,"AL",425001,"OF",17,50,6,2,1,437,72,110,19,7,14,56,42,64,1,2,11,5,14
1986,"NL",533334,"OF",1,2,1,1,1,191,20,40,9,2,5,26,24,37,5,2,2,2,6
1986,"NL",533334,"C",52,260,31,11,5,191,20,40,9,2,5,26,24,37,5,2,2,2,6
1987,"AL",650001,"2B",1,1,1,1,1,271,35,77,17,1,9,34,22,43,1,4,2,2,6
1987,"AL",650001,"1B",2,21,2,1,4,271,35,77,17,1,9,34,22,43,1,4,2,2,6
1987,"AL",650001,"C",55,338,39,5,6,271,35,77,17,1,9,34,22,43,1,4,2,2,6
1987,"AL",650001,"3B",1,2,3,2,1,271,35,77,17,1,9,34,22,43,1,4,2,2,6
1987,"AL",650001,"OF",13,27,2,1,1,271,35,77,17,1,9,34,22,43,1,4,2,2,6
1987,"AL",650001,"SS",1,1,2,1,1,271,35,77,17,1,9,34,22,43,1,4,2,2,6
1988,"AL",400001,"OF",4,5,1,1,1,220,25,55,8,3,6,19,19,33,1,2,4,1,7
1988,"AL",400001,"C",63,358,25,7,4,220,25,55,8,3,6,19,19,33,1,2,4,1,7
1989,"AL",425001,"3B",1,2,3,2,1,397,39,105,17,3,11,44,25,72,3,5,2,5,19
1989,"AL",425001,"OF",1,2,1,1,1,397,39,105,17,3,11,44,25,72,3,5,2,5,19
1989,"AL",425001,"C",108,583,67,10,11,397,39,105,17,3,11,44,25,72,3,5,2,5,19
1990,"AL",600001,"SS",1,2,1,1,1,371,47,101,19,3,8,39,20,72,1,5,3,4,13
1990,"AL",600001,"C",100,586,55,14,8,371,47,101,19,3,8,39,20,72,1,5,3,4,13
1990,"AL",600001,"OF",1,3,1,1,1,371,47,101,19,3,8,39,20,72,1,5,3,4,13
1991,"NL",950001,"C",38,193,34,3,2,140,5,30,4,2,2,13,8,27,6,2,3,2,5
1985,"AL",225001,"P",34,9,22,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1986,"AL",310001,"P",13,3,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1987,"NL",400001,"P",33,6,29,4,2,68,7,15,3,1,1,7,2,15,1,1,7,1,2
1988,"NL",625001,"P",12,7,15,2,3,22,2,4,1,1,1,3,1,7,1,1,5,1,1
1989,"NL",650001,"P",19,7,29,2,2,43,3,10,1,1,1,3,1,17,1,1,3,1,1
1990,"NL",700001,"P",25,6,23,3,2,44,4,3,1,1,1,2,5,14,1,1,4,1,4
1991,"NL",1000001,"P",2,2,9,2,1,15,1,5,2,1,1,2,2,3,1,1,1,1,1
1992,"AL",1100001,"P",1,6,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1993,"AL",250001,"P",1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"NL",310001,"OF",1,1,1,1,1,121,11,27,3,1,4,23,8,16,2,2,1,1,3
1985,"NL",310001,"3B",8,3,19,4,1,121,11,27,3,1,4,23,8,16,2,2,1,1,3
1985,"NL",310001,"1B",10,109,7,2,16,121,11,27,3,1,4,23,8,16,2,2,1,1,3
2013,"NL",2750001,"SS",146,198,402,16,90,544,31,124,15,9,4,43,31,97,2,1,5,2,20
2014,"NL",2200001,"SS",147,201,439,15,88,537,54,149,21,11,2,35,27,87,6,2,5,7,22
2015,"NL",1925001,"SS",130,174,374,10,94,471,55,133,18,7,6,49,24,79,5,3,1,5,19
2016,"NL",2625001,"SS",136,204,360,14,73,509,53,121,18,7,4,39,34,74,8,2,3,4,11
1985,"NL",260001,"1B",3,29,5,2,4,272,27,77,18,1,8,43,28,28,2,2,1,7,13
1985,"NL",260001,"OF",69,127,2,4,1,272,27,77,18,1,8,43,28,28,2,2,1,7,13
1986,"NL",350001,"OF",51,84,3,2,2,196,25,56,9,3,6,34,31,32,6,2,1,2,4
1987,"NL",300001,"1B",4,30,5,1,3,99,8,17,5,1,1,10,9,11,1,1,2,1,7
